"Prioritisation","ID","Date Added","Date of Publishing","Summary","Data Source","Probability of UK alert","Product Category","Raw Product Phrase","Commodity / Product","Country of Origin","Notified by","Hazard Description","Hazard Group","Incident Title","Alert Type","Link","Food, Feed or FCM","Manufacturer","Brand","Organisations","Source Type","Is A Food Article","Eu/non-EU Country of Origin","EU/non-EU Notifying Country"
"unknown","222172","2020-06-27","2020-06-26",": spring home tyj spring roll pastry","Australia_FAR","0","cereals and bakery products","spring home tyj spring roll pastry","bakery product","Australia","Australia","","unclassified","Spring Home TYJ Spring Roll Pastry has been recalled due to the presence of an undeclared allergen (milk).","recall","https://www.foodstandards.gov.au/industry/foodrecalls/recalls/Pages/Spring-Home-TYJ-Spring-Roll-Pastry.aspx","food",NA,NA,"Spring Home TYJ Spring Roll Pastry 5, Spring Home TYJ, Kongs Trading Pty Ltd08, Spring Home TYJ Spring Roll Pastry, Kongs Trading Pty Ltd","Official","Yes","non_EU","non_EU"
"unknown","222174","2020-06-27","2020-06-26",": bagged salad cyclospora outbreak:","Food_Poisoning_Bulletin","0","prepared dishes and snacks","bagged salad cyclospora outbreak:","salad","USA","USA","","unclassified","Bagged Salad Cyclospora Outbreak: Walmart Product Added, 206 Sick","outbreak","https://foodpoisoningbulletin.com/2020/bagged-salad-cyclospora-outbreak-walmart-products-added-206-sick/","food",NA,NA,"Walmart Marketside Classic Iceberg Salad, The Jewel-Osco Signature Farms Garden Salads, Walmart Product Added, FDA, Bagged Salad Cyclospora Outbreak, Fresh Express, Walmart Marketside Classic Iceberg Salads, Jewel-Osco Signature Farms Garden Salad, ALDI Little Salad Bar Garden Salads, Walmart, McDonald","Others","Yes","non_EU","non_EU"
"unknown","222175","2020-06-27","2020-06-26",": ","Food_Poisoning_Bulletin","0",NA,"",NA,"Colombia","USA","","unclassified","Recent Cyclospora Outbreaks in U.S. Sicken Thousands Linked to Produce","outbreak","https://foodpoisoningbulletin.com/2020/recent-cyclospora-outbreaks-in-u-s-sicken-thousands-linked-to-produce/","food",NA,NA,"ALDI, Sonora Grill, Siga Logistics de RL de V, McDonald, Cyclospora Outbreaks, FDA, Fresh Express, Del Monte Fresh Produce, Cooper's Hawk, Cyclospora, the Centers for Disease Control and Prevention, Jewel-Osco, Del Monte, CDC, Hy Vee, Kwik Trip","Others","Yes","non_EU","non_EU"
"unknown","222176","2020-06-27","2020-06-26",": bagged salads","Food_Poisoning_Bulletin","0","prepared dishes and snacks","bagged salads","salad","USA","USA","","unclassified","Fresh Express Recalls Walmart Marketside Iceberg Salad For Cyclospora","recall","https://foodpoisoningbulletin.com/2020/fresh-express-recalls-walmart-marketside-iceberg-salad-for-cyclospora/","food",NA,NA,"Iceberg Salad For, FDA, Fresh Express, UPC, Classic Iceberg Salad, Walmart, Walmart Marketside Iceberg Salad, WisconsinSymptoms, Walmart Marketside Iceberg Salads","Others","Yes","non_EU","non_EU"
"unknown","222188","2020-06-27","2020-06-26",": norwegian smoked salmon","Italy_FAR","0","fish and fish products","norwegian smoked salmon","salmon","Italy","Italy","","unclassified","Starlaks - Vegé - smoked Norwegian Salmon","recall","http://www.salute.gov.it/portale/news/p3_2_1_3_5_1.jsp?lingua=italiano&menu=notizie&p=avvisi&tipo=richiami&id=799","food",NA,"starlaks - vegé","http://www.salute.gov.it/portale/news/p3_2_1_3_5_1.jsp?lingua=italiano&menu=notizie&p=avvisi&tipo=richiami&id=799, Starlaks - Vege - Norwegian Salmon","Official","Yes","EU","EU"
"unknown","222192","2020-06-27","2020-06-26",": smoked salmon – smoked salmon","Quebec_FAR","0","fish and fish products","smoked salmon – smoked salmon","salmon","Canada","Canada","","unclassified","Notice not to consume the smoked salmon sold by the company Lester''s Deli ","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4152.aspx","food",NA,NA,"Lester''s, Deli Quebec","Official","Yes","non_EU","non_EU"
"unknown","222195","2020-06-27","2020-06-26",": squid","Slovenia_FAR","0","cephalopods and products thereof","squid","squid","Slovenia","Slovenia","","unclassified","The recall of the squid from the market","recall","https://www.gov.si/novice/2020-06-26-odpoklic-lignjev-s-trga/","food",NA,NA,"o.a, KomenZgoraj, Patogonski, Ivanji Grad","Official","Yes","EU","EU"
"unknown","222157","2020-06-26","2020-06-25",": salami with fresh garlic","Italy_FAR","0","meat and meat products (other than poultry)","salami with fresh garlic","pork","Italy","Italy","","unclassified","MARIGA GIUSEPPE & C. SAS - SALAMI WITH FRESH GARLIC","recall","http://www.salute.gov.it/portale/news/p3_2_1_3_5_1.jsp?lingua=italiano&menu=notizie&p=avvisi&tipo=richiami&id=798","food",NA,"mariga giuseppe &amp; c. sas","MARIGA GIUSEPPE &, MARIGA GIUSEPPE & C. SASDenominazione, MARIGA GIUSEPPE & C. SAS - SALAMI WITH FRESH","Official","Yes","EU","EU"
"unknown","222169","2020-06-26","2020-06-25",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","Caliciveira in cats","recall","https://www.mast.is/is/um-mast/frettir/frettir/caliciveira-i-kottum","food",NA,NA,"Caliciveira","Official","Yes","non_EU","non_EU"
"unknown","222170","2020-06-26","2020-06-25",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","Version rekstrarleyfis to aquaculture to Núpsmýri in the Prime of","recall","https://www.mast.is/is/um-mast/frettir/frettir/utgafa-rekstrarleyfis-til-fiskeldis-ad-nupsmyri-i-oxarfirdi","food",NA,NA,"Environment","Official","Yes","non_EU","non_EU"
"unknown","222171","2020-06-26","2020-06-25",": ground meat","France_Agriculture_FAR","0","meat and meat products (other than poultry)","ground meat","ground meat","France","France","","unclassified","The Company ELIVIA shall, as a precautionary measure, the recall of ground meat and steaks, chopped fresh","recall","https://agriculture.gouv.fr/la-societe-elivia-procede-titre-de-precaution-au-rappel-de-viandes-hachees-et-steaks-haches-frais","food",NA,NA,"The Company ELIVIA, ELIVIA","Official","Yes","EU","EU"
"unknown","222158","2020-06-26","2020-06-24",": rice","Norway_FAR","0","cereals and bakery products","rice","rice","Norway","Norway","","unclassified","Coop recalling Änglamark Fullkornsris 1kg because of the findings of aflatoksin over the threshold","recall","https://www.matportalen.no/nyheter/coop_tilbakekaller_nglamark_fullkornsris_1kg_paa_grunn_av_funn_av_aflatoksin_over_grenseverdi","food",NA,NA,"Coop","Official","Yes","non_EU","non_EU"
"unknown","222141","2020-06-25","2020-06-24",": ","Slovenia_FAR","0",NA,"",NA,"Slovenia","Slovenia","","unclassified","Recall pralinejev on the market","recall","https://www.gov.si/novice/2020-06-24-odpoklic-pralinejev-s-trga/","food",NA,NA,"AvstrijaPosrednik, Manufacturer, EZA Fairer","Official","Yes","EU","EU"
"unknown","222115","2020-06-24","2020-06-24",": aldi little salad bar garden salad","Food_Poisoning_Bulletin","0","prepared dishes and snacks","aldi little salad bar garden salad","salad bar garden salad","USA","USA","","unclassified","Iowa Cyclospora Outbreak Linked to Bagged Salads Sickens at Least 54","outbreak","https://foodpoisoningbulletin.com/2020/iowa-cyclospora-outbreak-linked-to-bagged-salads-sickens-at-least-54/","food",NA,NA,"the Iowa Department of Health, Jewel-Osco Signature Farms Garden Salads, Jewel-Osco, ALDI, ALDI Little Salad Bar Garden Salad, Fresh Express","Others","Yes","non_EU","non_EU"
"unknown","222116","2020-06-24","2020-06-24",": red cabbage","Food_Poisoning_Bulletin","0","fruits and vegetables","red cabbage","cabbage","USA","USA","","unclassified","Nine Sick in Wisconsin Cyclospora Salad Outbreak From ALDI Hy Vee","outbreak","https://foodpoisoningbulletin.com/2020/nine-sick-in-wisconsin-cyclospora-salad-outbreak-from-aldi-hy-vee/","food",NA,NA,"ALDI Hy Vee, Hy-Vee, ALDI, the Wisconsin Department of Health, Garden Salad, Cyclospora Salad, Fresh Express, Little Salad Bar Garden Salad","Others","Yes","non_EU","non_EU"
"unknown","222117","2020-06-24","2020-06-24",": hyvee jewel salads sickens .","Food_Poisoning_Bulletin","0","prepared dishes and snacks","hyvee jewel salads sickens .","jewel salad","USA","USA","","unclassified","Illinois Cyclospora Outbreak Linked to ALDI HyVee Jewel Salads Sickens 30","outbreak","https://foodpoisoningbulletin.com/2020/illinois-cyclospora-outbreak-linked-to-aldi-hyvee-jewel-salads-sickens-30/","food",NA,NA,"CDC, ALDI, the Illinois Department of Public Health, Cyclospora Outbreak Linked, IDPH, FDA, Fresh Express","Others","Yes","non_EU","non_EU"
"unknown","222118","2020-06-24","2020-06-24",": aldi little salad bar garden salad","Food_Poisoning_Bulletin","0","prepared dishes and snacks","aldi little salad bar garden salad","salad bar garden salad","USA","USA","","unclassified","Recall of ALDI Little Salad Bar Garden Salad For Cyclospora Updated","recall","https://foodpoisoningbulletin.com/2020/recall-of-aldi-little-salad-bar-garden-salad-for-cyclospora-updated/","food",NA,NA,"ALDI, Cyclospora Updated, Fresh Express, ALDI Little Salad Bar Garden Salad, ALDI Little Salad Bar Garden Salads, ALDI Little Salad Bar Garden Salad For","Others","Yes","non_EU","non_EU"
"unknown","222109","2020-06-24","2020-06-23",": tomato paste","RASFF","0","fruits and vegetables","tomato paste","tomato","Italy","Germany","","unclassified","alternariol (32.6 Âµg/kg - ppb) and tenuazonic acid (2713 Âµg/kg - ppb) in tomato paste from Italy","information for follow-up","https://webgate.ec.europa.eu/rasff-window/portal/?event=notificationDetail&NOTIF_REFERENCE=2020.2562","food",NA,NA,"","Official","Yes","EU","EU"
"unknown","222112","2020-06-24","2020-06-23",": nem chua","Quebec_FAR","0",NA,"nem chua","unknown","Canada","Canada","","unclassified","Notice not to consume the ""nem chua"" sold by the company Deli Viet","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4151.aspx","food",NA,NA,"MontrealTel, MAPAQ, presseVille, Division, AlimentationTel, Division of food","Official","Yes","non_EU","non_EU"
"unknown","222114","2020-06-24","2020-06-23",": bagged salad mix","US_CDC_Outbreaks","0","prepared dishes and snacks","bagged salad mix","salad mix","USA","USA","","unclassified","Outbreak of Cyclospora Infections in the Midwestern U.S. Linked to Bagged Salad Mix","outbreak","https://www.cdc.gov/parasites/cyclosporiasis/outbreaks/2020/index.html","food",NA,NA,"Bagged Salad Mix, Cyclospora Infections, the Midwestern U.S.","Official","Yes","non_EU","non_EU"
"unknown","222085","2020-06-23","2020-06-23",": recalled salads","Food_Poisoning_Bulletin","0","prepared dishes and snacks","recalled salads","salad","Mexico","USA","","unclassified","FDA Updates ALDI Jewel Osco Hy Vee Bagged Salad Cyclospora Outbreak","outbreak","https://foodpoisoningbulletin.com/2020/fda-updates-aldi-jewel-osco-hy-vee-bagged-salad-cyclospora-outbreak/","food",NA,NA,"FDA, ALDI, https://foodpoisoningbulletin.com/2020/fda-updates-aldi-jewel-osco-hy-vee-bagged-salad-cyclospora-outbreak/, Siga Logistics de RL de VC, Cooper's Hawk, ALDI Little Salad Bar","Others","Yes","non_EU","non_EU"
"unknown","222087","2020-06-23","2020-06-23",": signature farms garden salad","Food_Poisoning_Bulletin","0","prepared dishes and snacks","signature farms garden salad","farm salad","USA","USA","","unclassified","Jewel-Osco Recalls Signature Farms Garden Salad For Cyclospora","recall","https://foodpoisoningbulletin.com/2020/jewel-osco-recalls-signature-farms-garden-salad-for-cyclospora/","food",NA,NA,"FDA, Jewel Osco, Jewel-Osco Recalls, Signature Farms Garden Salad, UPC, Jewel-Osco, Garden Salad For Cyclospora","Others","Yes","non_EU","non_EU"
"unknown","222094","2020-06-23","2020-06-23",": ","Slovakia_FAR","0",NA,"",NA,"Slovakia","Slovakia","","unclassified","Notice of the findings of the non-compliant product","recall","https://www.svps.sk/potraviny/info_19_1_2020.asp","food",NA,NA,"RVPS Bratislava, https://www.svps.sk/potraviny/info_19_1_2020.asp, RVPS, ke Kapusany, Dipper XL","Official","Yes","EU","EU"
"unknown","222048","2020-06-23","2020-06-22",": red cabbage","Food_Poisoning_Bulletin","0","fruits and vegetables","red cabbage","cabbage","USA","USA","","unclassified","Cyclospora Sickens Thirteen Minnesotans From ALDI HyVee Bagged Salads","outbreak","https://foodpoisoningbulletin.com/2020/cyclospora-sickens-thirteen-minnesotans-from-aldi-hyvee-bagged-salads/","food",NA,NA,"the Centers for Disease Control and Prevention, the Minnesota Department of Agriculture, Cyclospora, FA, Cyclospora Sickens Thirteen Minnesotans, 2020.Cyclosporiasis, ALDI, Minnesota Department of Health, CDC, Hy-Vee, HyVee, ALDI HyVee Bagged Salads","Others","Yes","non_EU","non_EU"
"unknown","222049","2020-06-23","2020-06-22",": red cabbage","Food_Poisoning_Bulletin","0","fruits and vegetables","red cabbage","cabbage","USA","USA","","unclassified","Multistate ALDI HyVee Salads Cyclospora Infections Sicken 76 in 6 States","outbreak","https://foodpoisoningbulletin.com/2020/multistate-aldi-hyvee-salads-cyclospora-infections-sicken-76-in-6-states/","food",NA,NA,"FDA, Multistate ALDI HyVee Salads Cyclospora Infections, Cyclospora, Jewel-Osco Signature Farms Brand Garden Salads, ALDI Little Salad Bar Brand Garden Salads, CDC, ALDI, Jewel Osco, ALDI HyVee","Others","Yes","non_EU","non_EU"
"unknown","222053","2020-06-23","2020-06-22",": garden salads","FSN_FAR","0","prepared dishes and snacks","garden salads","garden salad","USA","","","unclassified","Garden salads sold in Midwest stores are spreading Cyclospora infections","outbreak","https://www.foodsafetynews.com/2020/06/garden-salads-sold-in-midwest-stores-are-spreading-cyclospora-infections/","food",NA,NA,"Jewel-Osco, Jewel-Osco Garden Salad, FDA, Cyclospora, Jewel-Oslo Signature Farms Garden Salad, Cyclospora infections, the Food and Drug Administration, ALDI Little Salad Bar Brand Garden Salad, Centers for Disease Control and Prevention, Nebraska, ALDI, CDC, MDH, Jewel-Osco Signature Farms Garden Salad, Food Safety News, The Minnesota Health Department","Others","Yes","non_EU",""
"unknown","222083","2020-06-23","2020-06-18",": ","Israel_FAR","0",NA,"",NA,"Israel","Israel","","unclassified","SHEMO Bakery Ltd. ","recall","https://www.health.gov.il/English/News_and_Events/Recall/Documents/RCL_18062020_02_EN.pdf","food",NA,NA,"SHEMO Bakery"" Ltd., SHEMO Bakery"" company Ltd., SHEMO Bakery Ltd.","Official","Yes","non_EU","non_EU"
"unknown","222045","2020-06-22","2020-06-21",": refreshing drink","FSN_FAR","0","non-alcoholic beverages","refreshing drink","drink","","","","unclassified","Foodborne illness continues to touch fathers, but it can be stopped","outbreak","https://www.foodsafetynews.com/2020/06/foodborne-illness-continues-to-touch-fathers-but-it-can-be-stopped/","food",NA,NA,"Riley, Pathogen Reduction Program, MA, Northeastern University, FDA, Food Safety News, Stop Foodborne Illness, USDA, the Maine Center for Disease Control","Others","Yes","",""
"unknown","222010","2020-06-20","2020-06-19",": ","FSN_FAR","0",NA,"",NA,"","","","unclassified","Paul Kruse trial to begin with jury selection set for August","outbreak","https://www.foodsafetynews.com/2020/06/paul-kruse-trial-to-begin-with-jury-selection-set-for-august/","food",NA,NA,"Crane, The Fifth Circuit, Falls, Freestone, Kruse, Blue Bell, Flood and Cline, Blue Bell Creameries, Caldwell, Comal, Coryell, District Court, Department of Justice, Upton, Real, Reeves, Robertson, the Peanut Corporation, Maverick, Food Safety News, Kruse of Brenham, the U.S. Courthouse, Blue Bell's, Somervell, Williamson, Wilson, Winkler, McCulloch, Cline, Culberson, Dimmit, Ector","Others","Yes","",""
"unknown","222021","2020-06-20","2020-06-19",": afri cola is 10 mg of caffeine, and afri cola no sugar in the 1 l glass bottle","Germany_FAR","0","non-alcoholic beverages","afri cola is 10 mg of caffeine, and afri cola no sugar in the 1 l glass bottle","sugar","Germany","Germany","","unclassified","Warning for the product afri cola is 10 mg of caffeine, and afri cola,no sugar in the 1 l glass bottle for according to the bottle manufacturer bottles with the above-mentioned minimum durability data instability, the to a,cracking, in the worst case, could lead to a rupture of the bottle.","recall","https://www.lebensmittelwarnung.de/bvl-lmw-de/detail/lebensmittel/52340","food",NA,NA,"Rhineland-Palatinate, afri Cola, Schleswig-Holstein","Official","Yes","EU","EU"
"unknown","222038","2020-06-20","2020-06-19",": red cabbage","US_FDA_Outbreaks","0","fruits and vegetables","red cabbage","cabbage","USA","USA","","unclassified","Outbreak Investigation of Cyclospora: Bagged Salads (June 2020)","outbreak","https://www.fda.gov/food/outbreaks-foodborne-illness/outbreak-investigation-cyclospora-bagged-salads-june-2020","food",NA,NA,"Jewel-Osco Signature Farms Brand Garden Salad, Cyclospora, Hy-Vee Brand Garden Salad, ALDI Little Salad Bar Brand Garden Salad, Hy-Vee, ALDI, FDA, CDC, Jewel-Osco, Signature Farms Brand Garden Salad, NE, IA, The U.S. Food and Drug Administration, Cyclospora: Bagged Salads, the Centers for Disease Control and Prevention, Outbreak Investigation","Official","Yes","non_EU","non_EU"
"unknown","221961","2020-06-19","2020-06-18",": bugles nacho cheese g","Belgium_FAR","0","milk and milk products","bugles nacho cheese g","cheese","Belgium","Belgium","","unclassified","Problem: these products contain the allergen "" soy "" and ""wheat,"" which are not indicated in the list of ingredients found on the packaging. it is a risk to people allergic to soy and/or wheat.","warning","http://www.favv-afsca.fgov.be/consommateurs/avertissements/2020/2020-06-18.asp","food",NA,NA,"Newsletter, BV, 19/09/2020, PepsiCo, BeLux Products:, Lay's Bugles Nacho Cheese, 19/09/2020 Batch, DDM","Official","Yes","EU","EU"
"unknown","221974","2020-06-19","2020-06-18",": salmon norwegian smoked despar gministarstvo","Croatia_FAR","0","fish and fish products","salmon norwegian smoked despar gministarstvo","salmon","Croatia","Croatia","","unclassified","Recall product: SALMON NORWEGIAN SMOKED DESPAR 100g","recall","https://www.hapih.hr/opoziv-proizvoda-losos-norveski-dimljeni-despar-100g-2/","food",NA,NA,"EC, DESPAR, Commission Regulation, EAN, ZagrebObavijest","Official","Yes","EU","EU"
"unknown","221977","2020-06-19","2020-06-18",": food supplements","Slovenia_FAR","0","dietetic foods, food supplements, fortified foods","food supplements","food supplement","Slovenia","Slovenia","","unclassified","Misleading advertising of food supplements EROFERTIL","recall","https://www.gov.si/novice/2020-06-18-zavajajoce-oglasevanje-prehranskega-dopolnila-erofertil/","food",NA,NA,"BERNADATTE LTD, Health, EROFERTIL, RS","Official","Yes","EU","EU"
"unknown","221979","2020-06-19","2020-06-18",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","The assault on the inspector referred to the police","recall","https://www.mast.is/is/um-mast/frettir/frettir/likamsaras-a-eftirlitsmann-kaerd-til-logreglu","food",NA,NA,"","Official","Yes","non_EU","non_EU"
"unknown","221980","2020-06-19","2020-06-18",": caramel pecan ice cream","Finland_FAR","0","ices and desserts","caramel pecan ice cream","pecan","Finland","Finland","","unclassified","Barebells -ice cream withdrawn from sale an incomplete allergen labelling due to","information for attention","https://www.ruokavirasto.fi/henkiloasiakkaat/tietoa-elintarvikkeista/takaisinvedot1/barebells--jaateloita-vedetty-myynnista-puutteellisen-allergeenimerkinnan-vuoksi/","food",NA,NA,"Barebells, Barebells Caramel Pecan Ice Cream Stick, Barebells-ice-cream","Official","Yes","EU","EU"
"unknown","221954","2020-06-18","2020-06-15",": brandyflavored spirit","Israel_FAR","0","alcoholic beverages","brandyflavored spirit","brandy spirit","USA","Israel","","unclassified","Arak Gat Winery Ltd. is Recalling Its Product: San Francisco Brandy-Flavored Spirit, 200 ml  ","recall","https://www.health.gov.il/English/News_and_Events/Recall/Documents/RCL_15062020_EN.pdf","food",NA,NA,"Company, the Food Service, the Health Bureau, the Ministry of Health, Center District, Brandy-Flavored Spirit, Arak Gat Winery Ltd.","Official","Yes","non_EU","non_EU"
"unknown","221955","2020-06-18","2020-06-14",": meat manufacturing","Israel_FAR","0","meat and meat products (other than poultry)","meat manufacturing","meat manufacturing","Israel","Israel","","unclassified","Karl Berg Sausage & Meat Manufacturing and Sales (2000) ","recall","https://www.health.gov.il/English/News_and_Events/Recall/Documents/RCL_14062020_EN.pdf","food",NA,NA,"Company, Holon, the Food Service, hsdnA, Karl Berg Sausage & Meat Manufacturing and Sales, the Ministry of Health, vbSHr, Delicatessens","Official","Yes","non_EU","non_EU"
"unknown","221957","2020-06-18","2020-06-11",": fresh chicken fillet","Israel_FAR","0","poultry meat and poultry meat products","fresh chicken fillet","chicken","Israel","Israel","","unclassified","Of HaBira Delicatesso Fresh Chicken Fillet","recall","https://www.health.gov.il/English/News_and_Events/Recall/Documents/RCL_11062020_02_EN.pdf","food",NA,NA,"E-Mail, Delicatesso Fresh Chicken Fillet, the Food Service, Delicatesso Barcode 7290004093501 Manufacturer's Name:, the Ministry of Health, HaBira, HaBira Butcher Shop, the Municipal Veterinary Department, Maaleh Adummim, HaBira Delicatesso Fresh Chicken Fillet","Official","Yes","non_EU","non_EU"
"unknown","221749","2020-06-17","2020-06-16",": salmon smoked – smoked salmon","Quebec_FAR","0","fish and fish products","salmon smoked – smoked salmon","salmon","Canada","Canada","","unclassified","Notice not to consume the smoked salmon sold by the company Fruiterie Krazy Kris","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4149.aspx","food",NA,NA,"Division, AlimentationTel, presseVille, MAPAQ, MontrealTel, Fruiterie Krazy","Official","Yes","non_EU","non_EU"
"unknown","221752","2020-06-17","2020-06-16",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","Antibiotic resistance - and súnusjóður advertises for applications","recall","https://www.mast.is/is/um-mast/frettir/frettir/syklalyfjaonaemis-og-sunusjodur-auglysir-eftir-umsoknum","food",NA,NA,"","Official","Yes","non_EU","non_EU"
"unknown","221753","2020-06-17","2020-06-16",": ","Iceland_FAR","0",NA,"",NA,"Iceland","Iceland","","unclassified","Version rekstrarleyfis to aquaculture in Iceland","recall","https://www.mast.is/is/um-mast/frettir/frettir/utgafa-rekstrarleyfis-til-fiskeldis-i-reydarfirdi","food",NA,NA,"Loxum, Matsskyrsla Salmon","Official","Yes","non_EU","non_EU"
"unknown","219424","2020-06-16","2020-06-15",": ","Slovakia_FAR","0",NA,"",NA,"Spain","Slovakia","","unclassified","Notice of the findings of the non-compliant product","recall","https://www.svps.sk/potraviny/info_18_1_2020.asp","food",NA,NA,"NAGEL SLOVAKIA, RVPS, ke Kapusany, EU, Dipper XL","Official","Yes","EU","EU"
"unknown","219374","2020-06-13","2020-06-12",": rustlers classic hot dog; pack size: 146 g;rustlers 2 classic hot dogs; pack size: 271 g;feasters hot dog; pack size: 140 g","Ireland_FAR","0","prepared dishes and snacks","rustlers classic hot dog; pack size: 146 g;rustlers 2 classic hot dogs; pack size: 271 g;feasters hot dog; pack size: 140 g","dog pack size dog pack size dog pack size","United Kingdom","Ireland","","unclassified","Recall of Rustlers Classic Hot Dogs and Feasters Hot Dog Due to Possible Ineffective Seals","recall","https://www.fsai.ie/news_centre/food_alerts/hot_dog_recall.html","food",NA,NA,"","Official","Yes","EU","EU"
"unknown","219389-19389","2020-06-13","2020-06-12",": rustlers 2 classic hot dogs","UK_updated_FAR","0","prepared dishes and snacks","rustlers 2 classic hot dogs","dog","United Kingdom","United Kingdom","","unclassified","Kepak Foods recalls Rustlers and Feasters Hot Dogs because of faulty seals","recall","https://www.food.gov.uk/news-alerts/alert/fsa-prin-28-2020","food",NA,NA,"Kepak Foods","Official","Yes","EU","EU"
"unknown","219390-19389","2020-06-13","2020-06-12",": rustlers classic hot dog","UK_updated_FAR","0","meat and meat products (other than poultry)","rustlers classic hot dog","dog","United Kingdom","United Kingdom","","unclassified","Kepak Foods recalls Rustlers and Feasters Hot Dogs because of faulty seals","recall","https://www.food.gov.uk/news-alerts/alert/fsa-prin-28-2020","food",NA,NA,"Kepak Foods","Official","Yes","EU","EU"
"unknown","219391-19389","2020-06-13","2020-06-12",": feasters hot dog","UK_updated_FAR","0","prepared dishes and snacks","feasters hot dog","dog","United Kingdom","United Kingdom","","unclassified","Kepak Foods recalls Rustlers and Feasters Hot Dogs because of faulty seals","recall","https://www.food.gov.uk/news-alerts/alert/fsa-prin-28-2020","food",NA,NA,"Kepak Foods","Official","Yes","EU","EU"
"unknown","219392-19392","2020-06-13","2020-06-12",": shoots","Quebec_FAR","0",NA,"shoots","shoot","Canada","Canada","","unclassified","Notice not to consume the various products sold by the business, The Farm Grows-menu","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4148.aspx","food",NA,NA,"Division of presseVille of MontrealTel, The Farm Grows-Menu Quebec Products vendusjusqu'June 12, Division, MAPAQ, Pousse","Official","Yes","non_EU","non_EU"
"unknown","219393-19392","2020-06-13","2020-06-12",": sprouts","Quebec_FAR","0","fruits and vegetables","sprouts","sprout","Canada","Canada","","unclassified","Notice not to consume the various products sold by the business, The Farm Grows-menu","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4148.aspx","food",NA,NA,"Division of presseVille of MontrealTel, The Farm Grows-Menu Quebec Products vendusjusqu'June 12, Division, MAPAQ, Pousse","Official","Yes","non_EU","non_EU"
"unknown","219394-19392","2020-06-13","2020-06-12",": crackers","Quebec_FAR","0","cereals and bakery products","crackers","cracker","Canada","Canada","","unclassified","Notice not to consume the various products sold by the business, The Farm Grows-menu","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4148.aspx","food",NA,NA,"Division of presseVille of MontrealTel, The Farm Grows-Menu Quebec Products vendusjusqu'June 12, Division, MAPAQ, Pousse","Official","Yes","non_EU","non_EU"
"unknown","219395-19392","2020-06-13","2020-06-12",": salads and dressings""","Quebec_FAR","0","prepared dishes and snacks","salads and dressings""","salad dressing","Canada","Canada","","unclassified","Notice not to consume the various products sold by the business, The Farm Grows-menu","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4148.aspx","food",NA,NA,"Division of presseVille of MontrealTel, The Farm Grows-Menu Quebec Products vendusjusqu'June 12, Division, MAPAQ, Pousse","Official","Yes","non_EU","non_EU"
"unknown","219396-19392","2020-06-13","2020-06-12",": salad dressings""","Quebec_FAR","0","prepared dishes and snacks","salad dressings""","salad dressing","Canada","Canada","","unclassified","Notice not to consume the various products sold by the business, The Farm Grows-menu","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4148.aspx","food",NA,NA,"Division of presseVille of MontrealTel, The Farm Grows-Menu Quebec Products vendusjusqu'June 12, Division, MAPAQ, Pousse","Official","Yes","non_EU","non_EU"
"unknown","219397-19392","2020-06-13","2020-06-12",": wheat grass""","Quebec_FAR","0","cereals and bakery products","wheat grass""","wheat","Canada","Canada","","unclassified","Notice not to consume the various products sold by the business, The Farm Grows-menu","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4148.aspx","food",NA,NA,"Division of presseVille of MontrealTel, The Farm Grows-Menu Quebec Products vendusjusqu'June 12, Division, MAPAQ, Pousse","Official","Yes","non_EU","non_EU"
"unknown","219398-19392","2020-06-13","2020-06-12",": water wheat""","Quebec_FAR","0","cereals and bakery products","water wheat""","wheat","Canada","Canada","","unclassified","Notice not to consume the various products sold by the business, The Farm Grows-menu","recall","https://www.mapaq.gouv.qc.ca/fr/Consommation/rappelsaliments/2020/06/Pages/4148.aspx","food",NA,NA,"Division of presseVille of MontrealTel, The Farm Grows-Menu Quebec Products vendusjusqu'June 12, Division, MAPAQ, Pousse","Official","Yes","non_EU","non_EU"
